Dateiname	Signatur	Titel	Link	Größe	Datum
HK873.jpg 	HK 0873	Sighajik Bay To The Gulf Of Scala Nuova	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?SAnvLAcF3SRv8RWjjhxrijSpioA0hqKbkyJFq.aoJByi1NMgzVXgQM@no1WyApYd.Z8NEXVJEm3B.WtFoTqclpgz3wSQYfWTTTW5yZMnee@KaUFFGyaBrS4XDDXHn7RRfoaeGo2uJ06TMC@Q@zC19w/HK873.jpg#	11511.59 KB	01.02.16
HK874.jpg 	HK 0874	Ports In The Gulf Of Smyrna	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?3JqSYdi7qGmKxVayHt8QnLzFzJD9kfnzJbJakT0W2os7sNzYZU.k84p0mbduttPEQcv9GJVFnFyaMeZQjRgnKgLCdTyr6HZZtU7zz7M1qFrbJcehV0eNb7tvEjE832DOpHN8.EaQQtfe8xnEaTX0Sw/HK874.jpg#	14946.45 KB	01.02.16
HK875.jpg 	HK 0875	Plan Du Port De Nauss	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?DFmvKfULpgekTGkrfrMRhecWbjpwXZpuO8knefmbBBHFy2nw3UCvUGo@nVseSMxFdlO1T66WZHAZPIWqQo5fDPXQl2mF@wv9JQlkehk2DlhkIuwW3JuPsZ9KUsyXdQ7w@ClbenwBahlKRFwns6aISw/HK875.jpg#	5852.84 KB	01.02.16
HK876.jpg 	HK 0876	A Survey of the Inner And Outer Bays of Long Point	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?A2ZDpZwctB37R5dhTaA2L2poMFjygL8p5SmG1BW82.A@59HAAcGS6fK.WlJCd3rvGSX7gbvhD5b4vo@c2sc6AkBEt@Fy1@nRn@4gC4gNxLJ5Opah2GJxnvmco@6G2ZmQS7Pk2as@C8NNJgZDN2z@7w/HK876.jpg#	4880.15 KB	01.02.16
HK877.jpg 	HK 0877	Trigonometrical Plan Of Ki-San-Seu or Zeu-Oo-Tao Harbour	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?MXFJvKmPkr72EOOMasjZj7OCTrFROPZsiIcGAtbg3lAyUSg57CtMDLZKsnYsujKjaLzreUtPp11S4dyByftO8TfdFTa6SmqzgrCYXkWnQ4xoSY4q1Jj10IUPT3VMT@9NB6Mz8trRnW4NT6Kzi36nTQ/HK877.jpg#	4083.30 KB	01.02.16
HK878.jpg 	HK 0878	Continuation of the Coast Of China, from Breaker Point to the Lamock Islands	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?CDbeNKBBzzzTA4bhyy.Knrtx6OPZPGWvTH9N46r7jj3q7dE4YlmXoQXOgvbd@ggVmbISYb8xMkjdwgpqj2yBkGWnY8nVYmM8DKO.BykFY6WJJXft2KzCorOCu@ZfrZWzKQpnbJe@3xv3pnQRy.20Zw/HK878.jpg#	5256.69 KB	01.02.16
HK879.jpg 	HK 0879	Reconheceimento hydrographico da Ponta Banana Á Bahia De Cabinda	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?52.wmiP44OjtWVux7g9pxe.yPUNhpDbTKeiDIZvhY1YvfSMm93v5dR5NKZmV3Ulf1E.U8@pw34dRTKeW@vpEpbVKpr3QqT73P3.J0P4MIhjZ5BEQypsqiEGBYNUj35vMuDyvo6oQZojuZ45@8LKZKQ/HK879.jpg#	5589.29 KB	01.02.16
HK880.jpg 	HK 0880	Plano Hydrographico Da Enseada Do Quicembo	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?pn@N6KFSoVgYtQQg1dTmSWJ5iQsiYL7phH8mXLNcEE.S7hSAj4AAQjgL@.X2SUFgTvSibme2EW17uvq.zEl2fR7kXyfwR0Q8NMfQDYT5MCv2r5VRBKr.nvlC5blFeFjXW903Oni3mnGzTE6f8jGbXA/HK880.jpg#	4909.13 KB	01.02.16
HK881.jpg 	HK 0881	Charte von Spanien und Portugal	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?gbhQ7Vb5x1FG.oc9YS6MJZMKnV1Npk7YgaKgK7bERBtIdWICpI@tkOHVTyUsxoUMq5XtyWfcXWFVI7UqFlQTj8gTBj0htqk@GMgcw5.XXFV3usJhoZrfIbZbobOKVK.G8P3KXXc@URUZQUQ0m9x1@g/HK881.jpg#	19995.63 KB	01.02.16
HK882.jpg 	HK 0882	Charte von Frankreich	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?a.70sAi09wAnNNAADWPGQsDznfvWhpt9oaSDls8mzrIUUYSLm2uWKNBn2V1XH12zpRUtPxMO1Z@fX0CqPnqSieivouzv.Nz3gJ2L3Hkko7v@lCnKj4q4Pjn6qBGGWI@mHndxNrmUSPJnJRKBHmrLog/HK882.jpg#	18847.73 KB	01.02.16
HK883.jpg 	HK 0883	Karte von Afrika	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?8@tir.Z7DjN0R8a5.tJ4z@gJ9v@MvvqOugNiguRfn8dYysNz7e2C22Ggac69ZIthSnSFjRusUN6pYQnwqBO.ilISIlWaOWN3xgGI28FwljFjwt3iq6MN1RXADVIAghtvkpMORy6qT04kHUjxgqsbFw/HK883.jpg#	14149.00 KB	01.02.16
HK884.jpg 	HK 0884	Carte De L'Empire François Avec Ses Etablissements Politiques, Militaires, Civils Et Religieux	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?aiLrUTG1Xs2VAKXy@ipFeOwjPxSyikdyPsvXkjlvHFH6KyS.wvmCYE85x4cI96eQX3psRpl@@exeMUCxCKA0lqyqnKbGX5OSVTT05f1Vl5hZ0FflzapfnYoylW3CYyK.EeMT437@M29soqJHXm0O1g/HK884.jpg#	18070.44 KB	01.02.16
HK885.jpg 	HK 0885	Post- & Reise-Karte von Deutschland und den Nachbar-Staaten	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?i.YRDULIqPrMVOcAIZ2s62g3HfcosKSxhdmDugdTbgNrR2XeacXrClq8dwd.HV6kG464MgtDvFsotePioOi0SyPaGv95JQJelqfxtlpGqB6ywfX5mEU1CCB2uaXtmwkbHg3XYh7WoXzybLrtW4AETQ/HK885.jpg#	28885.46 KB	01.02.16
HK886.jpg 	HK 0886	Post- und Reisekarte von Deutschland, den Niederlanden, Belgien und der Schweiz nebst Theilen der angrenzenden Laender	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?qD.b5jvdp0eHmMBkbPc@F6TAOrpcqO649@uYlfNosB3RZH9xeaRCGKBzxKxIxkhPRSHyyqsCFHa70N9@QZ943IUpgoGgpdGlSEGyP3w6cs73Jetaw2nDNcoJ0@iVok7ZZeCb8kw7gfrdeFU8oJQhHw/HK886.jpg#	24455.39 KB	01.02.16
HK887.jpg 	HK 0887	Karte von Deutschland zur Übersicht der Eisenbahnen einschliesslich der projectirten Linien, der Gewässer und hauptsächlisten Strassen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Lm9PjoiDP@W6nAFp8nOapvDQgzv993wzpsOX2E38cE0uXEMJvEj7qUQ9bytCKZxMuodh771ulqpfVCW@Kp8szYA9HI@Mmpfhm1sIoBCrjyVOrgI9JXi1BDorhJUDkR6nX6BYk6OzqowGPsZ1eiZP3g/HK887.jpg#	31115.42 KB	01.02.16
HK887.1.jpg 	HK 0887	Karte von Deutschland zur Übersicht der Eisenbahnen einschliesslich der projectirten Linien, der Gewässer und hauptsächlisten Strassen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?S8xOHMXtYg.XHN1W0OVpmKXzW8HOUabGa6lQm5j8XFUJURrRoY4@9bB1GIVG78l6LwrGi8.c.nU3jxQ.HLBEpbRyxQgJl8eWcp7Cqbg.oedqU0JJrZMu5YSc.doHabs0oU3BKm1INnyQulRy3SJqIQ/HK887.jpg#	3094.83 KB	01.02.16
HK888.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?90XpV5Ye72dRITpsENmDxHO2@RgiQdGNF2jdoXra6I4g1vNG24yPQiBIF02RaycYRxtsV2JNHImJDCergb4BuvJ@2pVbmG52TOMHVU9O3OGEIch9pjKjDDppxEfhDL48tEDz1iE4eOsKb2m3tz4QDQ/HK888.jpg#	18312.77 KB	01.02.16
HK888.1.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?prQbxaNyM45PShwsNpC5HiTBrjSh4ZfWFDxDDwJPx0d@HOMbY4L5AyIriECqCOGTzbfjMKW4WwD6l0Eho@8uhaEfqcfyrv0dkuKlt8M5qL@iwXj2gxv79PDJxuI79t0wZTfUT2KFriFIxbg2h0@gtQ/HK888.jpg#	1921.48 KB	01.02.16
HK888.2.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?kBUkrzXiiRa6vbGnla1a0sEgIVuTlL1xh@Ks6bX50FYNYr@4afB1GrdXymguSyzpU@VaqhTcWvEBxExmQh6GLyUXcUvxdB2fLcp0OADBwpzb0sQzmKsicsKFCREJcK6Hfqo6b5czR@4de5abC9@b7A/HK888.jpg#	876.50 KB	01.02.16
HK888.3.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rAL3r3DrODFgnmqcwj6Y@XGLOazDaXLO6CuIddl9JCBy@h7WkNE6nzmzy3NVSRJ@YxfP9yCemhksNIrNjfaHn5m2vIeGxENa.zj1XOBtI0E1yAyAResStD1GavOCmrqUBmIQ5OFo@UT@L3q7LDt41g/HK888.jpg#	1452.40 KB	01.02.16
HK888.4.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?h79oNUKvJOtFPY7BluecGDogrYJ8WkkB4lqI1gvWV2rOmYo2rQSI7LhRG8IDigROdvFoVmNnClV7iLh9rnkEf0EzFDo70a6lBnUk.A3tr6X871Z6eJ9WyMGvGAYhMEEF2TGvl@6xjkjgHpsNnnvLUw/HK888.jpg#	1449.66 KB	01.02.16
HK888.5.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?UB9gTzR58Yur9DkuJOlpWFBoCHAoa8fVSPPDyfxtMh4gr0fNrSNVEljsYmNaBoSbgRoaV50x4yQwMl9Lx6eIA7S3PZHrmFXVpYdt6zuP6BxGX0kf@.9a@BMT3EXvn7bPCf5KnadsAIZD@NpVElxfvg/HK888.jpg#	1459.08 KB	01.02.16
HK888.6.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Z7ntK3XqHm8s9Iv8nZKDrctv9u1fwt3ebsS3@Gb9aoBihTnc0ltP@ZljiKwb9gzUdoNSBL4wiql9cSCkINVrAHxUoUfupze@KkaRVxiIZcMIhyGs9hhgLbffz@Wf1Dx7XUlbkw1n0u3DOe94kSxXIA/HK888.jpg#	1458.48 KB	01.02.16
HK888.7.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?p95FkI.SvpbqTuCZfpwUFYTrknLo0KTvDrsddDi.rpp1Qd0kaY87BS3AeM9qy1qsUhHCS7f.U.ck0UxaXrJeA8a2MY.snFzB2HxmYl4.iliLTBfdB7kLNczU5nS@a7.2fivItF@tqyqE.5DwwPREFg/HK888.jpg#	1464.50 KB	01.02.16
HK888.8.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?OTL4v4RurbQGbYtctrgjVxKtmSs7al0jU3bHJ07WFdzsxqwLK9x6gjJFpgdbvHc2qTUk2geMHKC6iPh2TmXPJOtYsk6CXdxorgHCQ5TcP02vL3V.cOmU4D8onn.aRyJvogCIdPLhXakm6T2i9zkOtg/HK888.jpg#	1419.49 KB	01.02.16
HK888.9.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?c7JgMlZIE4xYFtItRHFqfRtDpYb..8XYH62vhZhRfCVBOqHp7SRTw@VF6qPGE3qQF61Ajzx2aaobyNTmtbtRHx.9PkJITbIWdoYobcjsCLeOs0pVnPfo7OnRJ9.rbJ9rXGiiqmlODDDctuV6xZax4Q/HK888.jpg#	1472.25 KB	01.02.16
HK888.10.jpg 	HK 0888	Grundriss von Berlin	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?TQCSDJdRmZy00hlldmeQuepbHYyoX6kRcBsGoEVUiARp9N5@ikf248uvCJhvEbR6jPQQaAH9ka6.pfU5zmLYQ8jmgIrCKyIOoVcbbexT7lJBmNxbJ5mvdZzyRchKh7TgCTESHCqVYX0kve5woYfsxA/HK888.jpg#	1369.48 KB	01.02.16
HK889a.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?VkeA13udsZaysGxqruoYeCW1DIyPkwX2ykHzCLjDH1l2YzdRHSk@XjrUNiXywKlokO@ZTfYRblk1U4OWmUfPEMeDt6h@u2bcfa3AxmGaxF8UoIQ@H7N2do1dtK4dU@D@56upmnTjmRX9QhmxcD5qwg/HK889a.jpg#	11000.77 KB	01.02.16
HK889b.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?iEE3TJ.qafNMQZ27QVVtljXYZyySBPPP2a688zgF8RZ8E.dkz@3x4nMksjMYoBFx2jI46ejRfPxsVN9DqiVUx4GSTcZHFstkRo7aeNdimxZIu@oYPg0SKZgljseHknwIlalasRMnsJuMLaMddo8xIQ/HK889b.jpg#	11910.12 KB	01.02.16
HK889c.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?LxU5slPuvuHd@S1h1QHlR1OPvH620VO4pEBs3wppsciKuzlOthUsk2kmBTxNKFrHPoq@IHHkEfEYKRmaL1KmmhE08X6WRazJ8ZV7vRGhixTDoKm0XsWdROisaWYqytivU0Knl1ngKPugDpzDamUXHg/HK889c.jpg#	13987.25 KB	01.02.16
HK889d.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rfY0hqIofA0nNvrF.YSIxh@t2mb8zvjdKnGGxKH@QZA8DEnXKNsburW0GjjWoOKR4YdW7vTvjeo.UdCaB54xDFSHAliKtYnoW28N8K3sAYgt.lWD5qgFinuclz9TNzCr05Jk1vt0qiX.JnLPEPoRQg/HK889d.jpg#	8309.63 KB	01.02.16
HK889e.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?.OMSM6aOa6coSQGS.5M8KZsz3qCO3JQv6DaTEgvr330.4ZiVXrr.oDrd@ZotT@OPELnQzppFP77YzGadG@QmxOfjOrIuz1fb4UFi78N0shlO9K0pKxNt8NPsMnVO9MQtW6GP1loM@vF8euZ91Iv3Mw/HK889e.jpg#	18841.80 KB	01.02.16
HK889f.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?bczRvCEchxUHf4yv2567QqN3Ic.aE8lkDfr8nhsGC.kbLZ79dzWQ3KNMGMoW.GLJ3rzYtR3dK55tcjNlEqC2xIva4UcrEv9xj2R4oKjDDgkLCz2Zg4HKGblDjCY2KARHstCwwqf5Q86rJDDKbqFYKA/HK889f.jpg#	19448.93 KB	01.02.16
HK889g.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?0EjR8Qviz1v1ilBUJ3e4IQscO78n86ulPXdBdK4tinxTIWpCmgharIYikACJYpg3r6jmyNB4FaWsR7Hn2cMbzinDORRurLpINwuyl@TQFzfV8ObDt9jc7w5S67dOIY.OzwtYRHjzYd0nM@qxOnknLQ/HK889g.jpg#	16280.37 KB	01.02.16
HK889h.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?xknXEwHFoIaQPIQZbFQ2X43V1IquW@6gesU0zb8ATxHR04ytqubRV3B98J@edoiwH5pI@HjlYLPmLOqVS@RdPZA6i6p0s@OhJj3g@gfMyDqHDj6Mp.PMUVr.hd5GZ67gLYvWShKvaQswLjBPxB05AA/HK889h.jpg#	17704.22 KB	01.02.16
HK889i.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HD.A2izC05Mc91GoPvhkXwsUiS8ATn0eTrPykujBUkAoXXPyUmTeDMGqJKwnR@PEyyVy7tUl@MvDLZv3gfwLh0ZcoiBpwbnQpE0@tX.zpAHgi9KNLf9og.4Z1adizfvnFwpMVvA2A@eKirbRghgynA/HK889i.jpg#	17350.59 KB	01.02.16
HK889k.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?8gD.4ybL3qyrLYFzAOaKlzjAzJlxKzRoeGEJpLr52eeVpdCJw1alvtA@GdhuHdg51EXn.4ijYO@hT0ejxiyrnk1KCDM.s1SCngBmJVb7gcfSGfTH5ryskrIT1@FsNCOz7M6O3xSD@qqEDarntfkdGA/HK889k.jpg#	17532.27 KB	01.02.16
HK889Zusatz.jpg 	HK 0889a	Gantz Neue Und Vollstaendige Geographische General-Charte Vom Gantzen Churfürstenthum Sachsen	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?uVX@APTtNlj1F5YMZNgk0hAw2jhHZB6390uT8uJv6oN6xgPmBm9@qK5tqhAao2jw3LvYmhGKet9gXBsRcmQ@eWfYSiYPWccxUGiD2Pz9kbphRXmDfbM9PgMq4A.OoNobHRDOKB.AQkP.4Rz1UHHyAA/HK889Zusatz.jpg#	1868.12 KB	01.02.16
HK890a.jpg 	HK 0890a	Exactissima Totius Vederoviae Late Sumtae Tabula	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?fjDKAq5nLdEai7EoUgT0McmT.7QBhdGBKkj9lzFlU4JTu9UeIokAC939Lm0uFHj49cPm3c.bAbTsG2aLkseclevFWVy0Mq6xlKbXLQEHbuny21WY6lCAA05AjJtDTslJjV6fvZxtK4.YycReg73JpA/HK890a.jpg#	26038.19 KB	01.02.16
HK890b.jpg 	HK 0890a	Exactissima Totius Vederoviae Late Sumtae Tabula	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?3BLBcqE@Lc5AfIY5dxVE9jjGXANdYADBOcjAmz6YT.eVStxtnUTL7IJJ96n6zXWPoPfRFe@f2NUckVCLMLRAHVCWxe7UuwHhi5KMK0.eGa2ROTePyMiJr2vVFF4OLG9cFaQ1daxzPKnykS8xzMgIiA/HK890b.jpg#	25282.27 KB	01.02.16
HK890c.jpg 	HK 0890a	Exactissima Totius Vederoviae Late Sumtae Tabula	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?XjilJnO63b8EBx@5LdKcyx@lRNAbtJYXQeLJOaE3.k1JQ1jPKIwNE7y0RD1LhJ90xlC@Nv6iX5YXh.vXl.7Di4CLt@2mk6KVa2TEK68RZG9B6qQb9Y3Bx8ZV3S666fpyf2.2y4AFqW8a8SZAd4UrDA/HK890c.jpg#	25598.89 KB	01.02.16
HK892-899Zusatz.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?IYncCqGapcLINceOoaLn0XMO8VjMCublZBX7TNOba1od7cwuEEqrZE9wfgsqTWc.DWFwNHPT5izjsx5BG0TybwAYEkoZhc1hHRNEu8OScqrygQsYEXVCpqrXwr208o1LyLmCb@c@zvVaBIFH5MyZSw/HK892%2d899Zusatz.jpg#	3199.84 KB	01.02.16
HK892.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Zqhzx0ex.waCjxtzFWWEY3anIa73p8hMlL6L8j@3WDUW4EF1K3ki5UbVPL5jF8bh7Qr.hlHOgUzxgW@dl6xwkj2YNDO4RIiRZQSMdgWFEYGVPdMGPHg5YzUc8Ox8Djkew8yIywKFyC2dvUJpddSX2w/HK892.jpg#	19775.37 KB	01.02.16
HK893.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?rMIpSp8iFQpw8M7.Zr36b1r4lXHZxZZKE5D9sA1wJm1iPwydlhM0Z4jPFHkJ@DF5Ey7etAUA0yRrVDkzJSjea87Eb76Q71u5asL@DlZ3auaJQso2wTsAi0GBJVJU8jxN2W.W6SezT1e1FkVeUDeAnA/HK893.jpg#	18373.63 KB	01.02.16
HK894.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?D7G5U6sMsjHGDcjqncKm0TVjJgMBgjqf1JIQ3dlFnpevTPz7AHhyFJ7HssjG3z7gxSeS.dJHcPK8yoYsKEWBkrQ7JbJmFl@tOk7mdRVv2GFLNdVPxxRfS4CRlv9IC@ybBA2igrXJNDEJEDWQZ3kwMQ/HK894.jpg#	16821.03 KB	01.02.16
HK895.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?zp.huGyimgW9NwsBVI0sJbqzxjAbm.qjf0@RiH9N1PAT6IzSuXDnOQkz4zqEuuIMaTwTXR4CHwD1Vdg.H13hntzXYbjnukqKHTXUPjvdRFsef.KYFOra0LzLW8mPQ6gqecFYgBGKZuvGlnESiUOTnQ/HK895.jpg#	21517.22 KB	01.02.16
HK896.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?5.i6AXAQCaKGk@E8pPYIm4AJJHv28V3T.dAhjJkdyKxFaCpulnjk5IcJPbGeSErKejD5xhgMFUznu.Rg8xx@kDBOjm.IA33ACYzPPJtoIJQhyCIA8OOEaY2oe5q8D8zSTjDN9kwS7rtVostTuYz.Sg/HK896.jpg#	22773.90 KB	01.02.16
HK897.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?EdTcJIO5L@suLA6lGKxxANdaio2vJqpxPxM6K3gTRtlf5ew8lXxJ3IwhoxCx03P3Z4Hjm0QxGuNP7Bqjtwtni2t3QQX7Q.fZa4JB6QGGbicxN9OaeeqYvl9TUA9y7gJkYYkfOAqdr1@3t7zLnM5CKA/HK897.jpg#	26540.77 KB	01.02.16
HK898.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?JzunIy149uDz.dx@pkI09PrIBcGkz6Ax4L0tLe.fbS2LC8Lpqg8SSWknkcbF27Q6ejJXT8BA7z4DUQQHX.9h7ehAyNdfFbqJy@gbxnanpa.GkXy8gxYUyTzqlSieTUGqpiV@4ix.3GEAOhPlUeHzFA/HK898.jpg#	25905.08 KB	01.02.16
HK899.jpg 	HK 0892	[Special Karte von Suedpreussen]	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?B.fJnHjwZTvg7ah2382xMSVVqQftMBkCK4Yg9oAQlnnXVv8AtgnUt8mVisPYncH6R@7iK8X7tHSRX3fGyTGtiU6lwitTcv.ouTDpR3KNBULvf80UOOylLm1Rsb9JmqPnVSSh68cAZKIJNop4.khiaA/HK899.jpg#	25409.63 KB	01.02.16
HK907.jpg 	HK 0907	Neue Welt-Karte	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?RexDHSMVISKKCEZq0KTStfjHN3Jqcc097fxApkXdYXu1Tgj8h4IJHdK2hlQ9nWDaxLRLzCbbLCNdXOXxbEhX5Meb2SxzPzsW6A1cp8K4EWu8rpsAtLyjn5D@VZVUCloedjUvakDGUsT3XYS36YDWPw/HK907.jpg#	16127.59 KB	04.02.16
HK908.jpg 	HK 0908	Die Untere Oder Südliche Halbkugel Der Erde	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?5VLfdIayimxK6tr@@6nlGqCHB1Fx9EvW87G8hyLgdEzYGI0C0Aw8nw7inBAxkn7dodOFL33uJhGsSmV3uEenvo1t2sKP6P@JDEAA31wmWTQWFJpFoTF77YSxccFx9mOERB5CbEECr00tA4vCvCcXNw/HK908.jpg#	10236.36 KB	04.02.16
HK909.jpg 	HK 0909	Die Obere Oder Nördliche Halbkugel Der Erde	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?HlOmERVOqWVBSbwjXQYb1EMrmJC5RJpNnuja8W0vsKYhLjirB5T1Tr2J4ySkPLzYIAYNREN8kEm3nPNUNhuG8Fo2SO67RdFSl1vk@r8RSnWokcnxIdLg8F9XnFU9XzmwrQSh2IrjvP8K0DH08uSH4g/HK909.jpg#	12770.86 KB	04.02.16
HK911.jpg 	HK 0911	Charte zu der dreyjaehrigen Reise der Flotte Salomons	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Xvn6h5mTC31pocQ@51uxrqKbcj6uwHdmVfLEC2nkLOEqc3kOZTLHmenw6Sqc@E1oXP1YUFysF7Y8p1ghIQpXHUTJ@CzkadAD5R1H1AdyPOmPLTmO1TX5gZbDDcqdbhLDOGqe5xltXodBM14NqyNixQ/HK911.jpg#	10525.94 KB	04.02.16
HK912.jpg 	HK 0912	Carte Générale De L'Europe	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?GJ1OvtiSqydpeJyrY1qOcXwtV4moWiuTYlHH0vfibjo9lQ7fIKUath@QMXxrqbu98hh.hL.kt3TAsXCW3NnpEfBqDXGfpcNLf4xQz367qgPY@WPbz1XAGMSIYZwDdboZils5uyxdzLq2.gGueVhG3w/HK912.jpg#	12783.02 KB	04.02.16
HK913.jpg 	HK 0913	America	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?Y0Xa0B4@yGbIJlVb.C.UBWxmlL5viNNOPj9y7J.G5LT4g7uNu66nKjTv82LPyknAt86H00wX3BOJKAK4pfgc7AT22.CJWLzs.533y9xsEqyA7XtkX4ppfFxsPJPVNJU5xROa68.8es7WzQzG9SATHA/HK913.jpg#	15486.49 KB	04.02.16
HK914.jpg 	HK 0914	Charte von America	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?H@Kziej1prN2V.ae1zYJXTczb8Qtfr1hKzo684nxCxb05Olo8ttyl1GPomqcu4FUZZT4qheROpSTSSRUI@Dp.OIRdpLNmao25K.k0a@SyFKHFRJnoiJCQnRcQ94kqN0Uat3xQiAG9L5oIVoG9S2uJw/HK914.jpg#	16859.24 KB	04.02.16
HK915.jpg 	HK 0915	Charte von Nordamerica	http://ifl.wissensbank.com/cgi-bin/starfetch.exe?XzM16jQXCv1gSS7iFCE.11OjC6vCrf@Bx@eqCDsC0OFgYBiOPULHKMeuOuitUIDEXSbNdC12lYTiQuFALWA04usZARpjySLS09aLfUqsMeMcsjNqcIxQXUJXX5NuM0lob4vbVPXtzKQd5ARkoRzp8g/HK915.jpg#	16644.71 KB	04.02.16
